,Brand,Series,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
781,Dell,Inspiron 15 3530,Intel Intel Core i7-1165G7 1355U 2.8 GHz,Intel Iris Xe Graphics,64 GB,15.6 Inches,1920 x 1080 pixels,2 TB SSD,Windows 11 Home,3.8 Pounds,968.99
782,SAMSUNG,Chromebook 4,Intel Celeron N3450 Celeron N4020 1.1 GHz,Intel UHD Graphics 600,4 GB,11.6 Inches,1366 x 768,32 GB Embedded MultiMediaCard,Chrome OS,2.6 Pounds,148.0
783,HP,HP Stream,Intel Celeron N4000,Celeron,4 GB,14 Inches,1366 x 768 pixels,64 GB Emmc,Windows 10 S,3.17 Pounds,215.0
784,Dell,Dell Latitude,Intel Core i5 4.1 GHz,Intel,8 GB,14 Inches,1920 x 1080 pixels,128 GB,Windows 10 Pro,,953.6
785,Dell,Dell Latitude,Intel Core i5 2.5 GHz,Intel HD Graphics 620,8 GB,14 Inches,1366 x 768 pixels,,Windows 10 Pro,5.6 Pounds,235.6
786,DELL,Inspiron,Intel Intel Core i7 Intel Core i7-1355U 3.7 GHz,Intel,32 GB,15.6 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11,3.6 Pounds,949.99
787,Dell,Latitude 5440 Laptop,Intel Core i7 3.7 GHz,Intel Integrated Graphics,16 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Pro,8 Pounds,1039.49
788,Lenovo,ThinkPad E14,Intel 8032 Core i5-10210U,Intel UHD Graphics 620,8 GB,3,1920 x 1080 pixels,256 GB Embedded MultiMediaCard,Windows 10,3.7 Pounds,499.0
789,Microsoft,Laptop 4 15 R7se/8GB/512GB Black,AMD Ryzen 7 AMD Ryzen 7 2 GHz,AMD Radeon Vega 11,8 GB,15 Inches,2496 x 1664,512 GB SSD,Windows 10 Home,3.4 Pounds,795.0
790,HP,PROBOOK 645G1,AMD AMD A6 AMD A6-5350M 2.9 GHz,Integrated Graphics,16 GB,14 Inches,1366 x 768 pixels,128 GB SSD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,4.4 Pounds,246.98
791,LG,14Z90R-Q.APB3U1,Intel Core i5 i5-1340P 1.9,Intel Iris Xe Graphics,8 GB,14 Inches,1920 x 1200 pixels,,Windows 11 Pro,2.2 Pounds,1062.05
792,HP,Pavilion,Intel Core i7 1 2 GHz,Intel Iris Xe Graphics,32 GB,15 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Pro,,1199.0
793,MSI,Summit E13FlipEvo A11MT-095,Intel Core i5 Family i5-1135G7 0.9 GHz,Intel Iris,16 GB,13.4 Inches,1920 x 1200 pixels,512 GB SSD,Windows 10 Home,2.98 Pounds,1389.35
794,HP,,Intel Intel Core i7 1165G7 1.2 GHz,Intel,16 GB,15.6 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11,3.75 Pounds,735.0
795,MSI,,,Integrated,16 GB,15.6 Inches,,1 TB,Windows 11 Pro,,999.99
796,acer,CB314-3HT-P6QW,Intel Pentium N6000 3.3 GHz,Intel UHD Graphics,8 GB,14 Inches,1920 x 1080 pixels,64 GB SSD,Chrome OS,3.2 Pounds,428.94
797,Lenovo,ThinkPad E15 Gen 4,Intel Core i5 1.3 GHz,Intel UHD Graphics,32 GB,15.6 Inches,1920x1080,512 GB SSD,Windows 10 Pro,3.9 Pounds,1099.99
798,Panasonic,CF-53 MK4,Intel Core i5 4310M 2 GHz,Intel Graphics 4400,16 GB,14 Inches,1366 x 768 pixels,1 TB SSD,Windows 10 Pro,5.6 Pounds,625.0
799,Lenovo,2021,AMD AMD Ryzen 5 5500U 5500U 2.1 GHz,Integrated AMD Radeon™ Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11,2.4 Kilograms,484.97
800,Best Notebooks,"Yoga 9i 14""",Intel Intel Core i7 Intel Core i7-1260P 4.7 GHz,Intel Iris,16 GB,14 Inches,2560 x 1600 pixels,1 TB,Window 11 Pro,3.09 Pounds,1579.99
801,HP,PROBOOK 645G1,AMD AMD A6 AMD A6-5350M 2.9 GHz,Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,256 GB SSD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,4.4 Pounds,232.98
802,Microsoft,Surface Laptop 4,Intel Core i7 5F1-00001 3 GHz,Intel Iris Xe Graphics,16 GB,13.5,2256 x 1504,512 GB SSD,Windows 10 Pro,16 Ounces,988.0
803,ASUS,Zenbook,Intel Core i5 i5-1240P 3.3 GHz,Intel Iris Xe Graphics,8 GB,14 Inches,2560 x 1440 pixels,1 TB SSD,Windows 11,3.1 Pounds,716.99
804,ASUS,ASUS Chromebook C425,Intel Core m3-8100Y Core m3-8100Y 3.4 GHz,Intel HD Graphics 400,4 GB,14 Inches,1920 x 1080 pixels,128 GB Emmc,No OS,2.8 Pounds,281.5
805,Dell,Latitude Rugged 5430 Laptop,Intel Core i7 1.8 GHz,Intel Integrated Graphics,16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,8 Pounds,1349.99
806,Microsoft,Surface Pro,Intel Core i7 4.8 GHz,Intel Iris Xe Graphics,16 GB,13 Inches,2880x1920,,Windows 11,1.96 Pounds,1359.99
807,ASUS,ASUS ZenBook Flip 13,Intel Intel Core i5-1135G7 Intel Core i5-1135G7 4.2 GHz,Intel Iris Xe Graphics,8 GB,13.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,2.87 Pounds,699.99
808,Dell,Latitude 7430 Laptop,Intel Core i7 3.6 GHz,Intel Integrated Graphics,16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,2.69 Pounds,866.24
809,acer,C732-C6WU,Intel Celeron N3350 Celeron N3350 2.4 GHz,Intel HD Graphics 400,4 GB,11.6 Inches,1366 x 768 pixels,32 GB SSD,Chrome OS,2.78 Pounds,219.99
810,Dell,Latitude 5300,Intel Core i5 1.6 GHz,Intel UHD Graphics 620,16 GB,13.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,2.9 Pounds,858.15
811,HP,HP Stream,Intel Others 1 1 GHz,Intel,4 GB,11.6 Inches,1366 x 768 pixels,32 GB SSD,Windows 10,,171.49
812,HP,hp,AMD Ryzen 5 HP Victus Gaming Laptop 4.55 GHz,NVIDIA,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11,5.1 Pounds,610.0
813,ASUS,ASUS VivoBook,Intel Intel Core i3 Intel Core i3-1115G4 3,Intel,8 GB,17.3 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Home,,379.99
814,Panasonic,CF-54,Intel Core i5 2.3 GHz,Intel® HD 5500 Graphics,16 GB,14 Inches,1366 x 768 pixels,1 TB SSD,Windows 10,,689.99
815,Apple,,,Integrated,16 GB,16.2 Inches,,512 GB,Mac OS,,2199.99
816,acer,TMP414-51-506U,Intel Intel Core i5 Core i5-1135G7 4.2 GHz,Intel,8 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,5.65 Pounds,791.93
817,Dell,Precision 7670 Laptop,Intel Core i7 3.4 GHz,Intel Integrated Graphics,32 GB,16 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Pro,5.8 Pounds,1143.44
818,Alienware,Alienware m15 R7,Intel Core i7 Family 15th Generation Intel® Core™ i7-12700H Processor 4.7 GHz,NVIDIA GeForce RTX 3070 Ti,16 GB,15.6 Inches,2560 x 1440 pixels,512 GB SSD,Windows 11 Home,5.9 Pounds,1599.0
819,MSI,Summit E13FlipEvo A13MT-220US,Intel Core i7 Intel® Core™ i7-1360P 2.2 GHz,Intel Iris Xe Graphics,32 GB,13.4 Inches,1920 x 1200,1 TB SSD,Windows 11 Pro,,1594.99
820,HP,14a-ca0040nr,Intel Celeron N4020 N4020 2.8 GHz,Intel UHD Graphics,4 GB,14 Inches,1366 x 768 pixels,32 GB Emmc,Chrome OS,3.3 Pounds,259.0
821,XAMMUE,,Intel Core i5,Integrated,16 GB,7 Inches,,,Windows 11 Home,,999.99
822,LENOVO,THINKPAD X250,Intel Core i5 INTEL CORE I5-4300U 1.9 GHz,Integrated Graphics,8 GB,12.5 Inches,1366 x 768 pixels,256 GB SSD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,3.3 Pounds,210.98
823,Dell,Inspiron 15 3000 3520,Intel Core i3 4.1 GHz,UHD Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB 1TB PCIe NVMe SSD,Windows 11 Pro,3.82 Pounds,569.0
824,acer,Chromebook 314,Intel Intel Core i3 N100 0.8 GHz,Intel UHD Graphics,4 GB,14 Inches,1920 x 1080 pixels,,Chrome OS,,299.99
825,Dell,Precision 7780 Laptop,Intel Core i9 4 GHz,Intel,32 GB,17 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,8 Pounds,2452.05
826,HP,14-DQ1038WM,Intel Core i3-1005G1 1.2 GHz,Intel UHD Graphics,4 GB,14 Inches,1366 x 768 pixels,128 GB SSD,Windows 10,3.3 Pounds,295.95
827,Lenovo,Lenovoideapad,AMD AMD A6 AMD Dual Core A6- 1.8 GHz,AMD,4 GB,14 Inches,1920 x 1080 pixels,64 GB Emmc,Windows 10,3.4 Pounds,179.0
828,ASUS,,Intel Core i3 3 GHz,Intel,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB,Windows 11 Home,5.5 Pounds,389.99
829,Envy 17 Laptop,HP ENVY 17M,12th Gen Intel Core i7-1255U 4.7 GHz Core i7 i7-1195G7 4.7 GHz,Intel Iris X Graphics Integrated,32 GB,17.3 Inches,1920 x 1080 pixels,2 TB,Windows 10 Pro,6.1 Pounds,1999.0
830,Dell,XPS 9530 Laptop,Intel Core i9 4.1 GHz,NVIDIA GeForce RTX 4070,32 GB,15.6 Inches,3456x2160,2000 GB SSD,Windows 11 Pro,8 Pounds,2509.42
831,ASUS,P5440FA-C53P-CA-CR,Intel Core i5 Intel Core i5-8265U 1.60 GHz 1.6 GHz,Intel UHD Graphics,8 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,,469.0
832,ASUS,Chromebook C223,Intel Celeron N3350 Celeron N3350 2.4 GHz,Intel HD Graphics 500,4 GB,11.6 Inches,1366 x 768 pixels,32 GB Embedded MultiMediaCard,Chrome OS,2.6 Pounds,189.0
833,ASUS,Vivobook 16,AMD Ryzen 5 AMD Ryzen 5 5625U 2.5 GHz,AMD Radeon Graphics,16 GB,16 Inches,1920 x 1200,512 GB SSD,Windows 10 Home,,589.0
834,HP,Envy x360 2-in-1,Intel Core i7 Family Intel Core i7-1355U 3 GHz,Intel Iris Xe Graphics,48 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Pro,4 Pounds,1129.99
835,ASUS,Vivobook 14,Intel Core i3 Family Intel Core i3-1115G4 2.1 GHz,Intel UHD Graphics,8 GB,14 Inches,1366 x 768,1 TB SSD,Windows 11 Pro,,499.0
836,Lenovo,Lenovo Ideapad Slim 7,Intel Core i5-1135G7 2.4 GHz,Intel Iris Xe Graphics,8 GB,14 Inches,1920x1080,512 GB SSD,Windows 11 Home,2.99 Pounds,599.99
837,Dell,Latitude 7400 Laptop,Intel Core i7 1.9 GHz,Intel,32 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,3 Pounds,359.99
838,ASUS,Vivobook 16,AMD Ryzen 5 AMD Ryzen 5 5625U 2.4 GHz,AMD Radeon Graphics,8 GB,16 Inches,1920 x 1200,512 GB SSD,Windows 10 Home,,549.0
839,HP,ProBook 640 G4,Intel Intel Core i5 Intel Core I5-8250U 1.6GHz 1.6 GHz,Integrated Graphics,16 GB,14 Inches,1366 x 768 pixels,1 TB SSD,Windows 10 Pro,,269.99
840,ASUS,,,Integrated,16 GB,17.3 Inches,,512 GB,Windows 10 Pro,,889.0
841,ASUS,VivoBook S15,Intel Intel Core i7-1165G7 Intel Core i7-1165G7 4.7 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11,4 Pounds,858.94
842,Lenovo,82H7,Intel Core i7 Family Core i7-1165G7 2.8 GHz,Intel Iris Xe Graphics,20 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,,929.99
843,Lenovo,IdeaPad 5 15ITL05,Intel Core i7 Family Intel Core i7-1165G7 2.7 GHz,Intel Iris Xe Graphics,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,3.66 Pounds,629.0
844,Dell,Dell Latitude,Intel Core i3 4.1 GHz,Intel Integrated Graphics,16 GB,15.6 Inches,,256 GB SSD,Windows 10 Pro,,1137.63
845,HP,HP,Intel Celeron Intel Celeron N4120 2.6 GHz,Intel UHD Graphics,4 GB,14 Inches,1366 x 768 pixels,64 GB Emmc,Chrome OS,3.4 Pounds,197.22
846,HP,HP 15.6,Intel Pentium n200 1.1,Intel,8 GB,15.6,1366 x 768 pixels,,Windows 11,6 Pounds,229.0
847,acer,Aspire 5 15,Intel Core i5 Family Intel Core i5-12450H 2.3 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,,589.0
848,Lenovo,IdeaPad 3,AMD Ryzen 5 Ryzen 5 5500U 2.3 GHz,AMD Radeon Graphics,8 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,3.1 Pounds,579.0
849,Dell,Inspiron,Intel Intel Core i7 i7-1355U 1.7 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920x1080,512 GB SSD,Windows 11 Pro,3.64 Pounds,845.99
850,ROKC,,Intel Intel Core i3 Intel Core i3-1115G4 1.7 GHz,Intel,,14 Inches,1366 x 768 pixels,1000 GB SSD,Windows 11,,399.99
851,Dell,Inspiron,Intel Core i5 4.5 GHz,Intel UHD Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,3.86 Pounds,769.0
852,SAMSUNG,Galaxy Book Pro,Intel Intel Core i7-1165G7 Intel® Core™ i7-1165G7 2.8 GHz,Intel HD Graphics 520,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,2.3 Pounds,1025.0
853,Dell,Inspiron I5430,Intel Core i7 Family Intel Core i7-1360P 2.9 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Home,3.4 Pounds,1148.99
854,Dell,Latitude 5400 Laptop,Intel Core i5 1.6 GHz,Intel,8 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Home,3.3 Pounds,800.0
855,Dell,Precision 3480 Laptop,Intel Core i7 3.9 GHz,Intel Integrated Graphics,64 GB,14 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,1249.7
856,Goldengulf,GG20826,Intel A10-7700K Z8350 1.92 GHz,1,2 GB,10.1 Inches,1280x800,32 GB SSD,Windows,1400 Grams,218.86
857,HP,HP Chromebook,Intel Celeron N4020 B08SHXDTBP 1.1 GHz,Intel UHD Graphics 600,4 GB,14 Inches,1366 x 768 pixels,64 MB SSD,Windows 10 S,4 Pounds,224.23
858,ASUS,Zenbook,Intel Core i5 4.7 GHz,Intel Iris Xe Graphics,8 GB,14.5 Inches,2560 x 1600 pixels,512 GB SSD,Windows 11 Home,3.5 Pounds,641.49
859,Dell,5310,Intel Intel Core i7 i7-10610U 1.8 GHz,Intel UHD Graphics,16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,,399.0
860,LG,16Z90P-K.AAB9U1,Intel Core i7 Family 1165G7 4.7 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11,2.6 Pounds,1610.05
861,HUNSN,LM01-N100-12500,Intel Intel Mobile CPU N100 3.4 GHz,Intel UHD Graphics,12 GB,14 Inches,1920x1080,500 GB SSD,Windows 11 Pro,2.5 Kilograms,392.99
862,HP,TPN-W150,AMD Ryzen 7 5825U 2 GHz,AMD Radeon Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,4 Pounds,799.99
863,Dell,Dell Inspiron 15,Intel Core i7 2.8 GHz,‎‎Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11,3.8 Pounds,799.99
864,HP,ELITEBOOK REVOLVE 810G3,Intel Core i5 INTEL CORE I5-5300U 2.3 GHz,Integrated Graphics,8 GB,11.6 Inches,1366 x 768 pixels,256 GB SSD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,3.1 Pounds,227.98
865,Dell,Inspiron,Intel Core i7 Family 3.3 GHz,Intel Iris Xe Graphics,32 GB,15.6 Inches,1920x1080,1 TB SSD,Windows 10,3.8 Pounds,1127.99
866,MSI,Summit E14Evo A12M-025,Intel Core i7 Core i7-1260P 4.7 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Pro,4.3 Pounds,1046.12
867,Lenovo,Yoga 7i,Intel Core i5 Intel Core i5-1335U 3.4 GHz,Intel,8 GB,16 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Home,2 Kilograms,605.9
868,ASUS,ASUS ExpertBook Laptop,Intel Intel Core i3 Intel Core i3 4.1 GHz,Intel UHD Graphics,8 GB,14 Inches,1920 x 1080,128 GB SSD,Windows 10 Pro,2.8 Pounds,649.99
869,Lenovo,82BA0000US,Intel Celeron N Celeron N4020 2.8 GHz,Intel UHD Graphics 600,4 GB,11.6 Inches,1366 x 768,32 GB SSD,Chrome OS,2.7 Pounds,135.0
870,Lenovo,Chromebook Flex 5,Intel Core i3-10110U Core i3-10110U 2.1 GHz,‎Integrated Intel UHD Graphics,4 GB,13.3 Inches,1920x1080,64 GB SSD,Chrome OS,,399.0
871,Dell,Latitude 3520,Intel Core i7 2.8 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,,Windows 10 Pro,4.1 Pounds,1021.46
872,HP,6M0Z7UA#ABA,Intel Intel Core i5-1135G7 i5-1135G7 2.4 GHz,Intel,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,3.75 Pounds,480.0
873,HP,HP-15T-DY200,Intel Core i7 1.3 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10,3.24 Pounds,668.0
874,Dell,Latitude 5540,Intel Intel Core i7 i7-1365U 5.2 GHz,Intel Iris Xe Graphics,32 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 10 Pro,,1349.99
875,SAMSUNG,Galaxy Chromebook Enterprise Edition,Intel Intel Core i5 Core i5-10210U 1.6 GHz,Intel UHD Graphics,8 GB,13.3 Inches,3840 x 2160 pixels,,Chrome OS,3 Pounds,718.02
876,Lenovo,Flex 5,AMD Ryzen 5 4500U Ryzen 5 4500U 2.1 GHz,AMD Integrated Graphics,16 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10,3.63 Pounds,612.0
877,Lenovo,Lenovo ThinkPad E15,Intel Core i7 2.8 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11,3.7 Pounds,1100.0
878,MSI,Summit E14Evo A12M-026,Intel Core i5 Core i5-1240P 4.4 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Pro,4.3 Pounds,758.99
879,LG,LG gram 15,Intel Core i5 i5-1135G7 1.2 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,2.51 Pounds,849.99
880,Dell,Vostro,Intel Core i7 Family 1260P 1.5 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Pro,4.2 Pounds,959.99
881,acer,A515-45-R8K1,AMD Ryzen 7 Ryzen 7 5700U 4.3 GHz,AMD Radeon Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows,3.9 Pounds,570.22
882,SAMSUNG,Galaxy Book Pro,Intel Intel Core i7 1165G7 2.8 GHz,Intel,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10,2.3 Pounds,1299.99
883,Dell,Latitude 5290,Intel Core Duo 1.9 GHz,Intel UHD Graphics 620,16 GB,12.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,1.9 Pounds,468.0
884,HP,"hp 15.6"" laptop",AMD Ryzen 3 3250U 2 GHz,AMD Radeon Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,,499.0
885,LG,14U70R-N.APC5U1,AMD Ryzen 5 Ryzen™ 5 7530U 2 GHz,AMD Radeon Graphics 5,8 GB,14,1920 x 1200 pixels,,Windows 11 Pro,2.8 Pounds,688.1
886,HP,17T-CN200,Intel Core i7 Family Intel Core i7-1255U 2.6 GHz,Intel Iris Xe Graphics,16 GB,17.3 Inches,1600 x 900,1 TB SSD,Windows 11 Home,,1069.0
887,Lenovo,Yoga 7 82YN,Intel Core i7 Family Intel Core i7-1355U 3.1 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,1920 x 1200,1 TB SSD,Windows 10 Pro,4.5 Pounds,1259.0
888,acer,SF714-51T-M9H0,Intel Core i7 Core i7-7Y75 3.6 GHz,Intel HD Graphics 615,8 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Home,2.7 Pounds,724.0
889,Dell,Latitude 7430 Laptop,Intel Core i7 3.6 GHz,Intel Integrated Graphics,16 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Pro,2.7 Pounds,831.59
890,Dell,Latitude 5430 Laptop,Intel Core i7 3.6 GHz,Intel Integrated Graphics,32 GB,14 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,1097.24
891,HP,15-DW300,Intel Core i3 Family Intel Core i3-1115G4 1.9 GHz,Intel UHD Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,,549.0
892,IST Computers,ThinkPad E14 Gen 4,Intel Core i5 Family Intel Core i5-1235U 1.3 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080 pixels,1 TB,Windows 11 Pro,,799.98
893,HP,HP Envy x360 2-in-1,Intel Core i7 Family Intel Core i7-1355U 3 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,3.4 Pounds,1089.0
894,Dell,Inspiron 3511 Laptop,Intel Core i5 0.9 GHz,Intel Integrated Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,2000 GB HDD,Windows 10 Pro,3.8 Pounds,697.69
895,Dell,Inspiron 7000,Intel Core i7 Family Intel 12th i7-1260P 3.3 GHz,Intel Iris Xe Graphics,64 GB,16 Inches,1920x1200,4 TB SSD,Windows 11 Pro,4.63 Pounds,2099.0
896,ASUS,L510MA-DB02,Intel Celeron N4020 Celeron N4020 2.8 GHz,Intel UHD Graphics 600,4 GB,15.6 Inches,1920 x 1080 pixels,64 GB Emmc,Windows 10 S,3.6 Pounds,223.0
897,Dell,Dell Inspiron 15 i3530,Intel Core i7 Family Intel Core i7-1355U 2.9 GHz,Intel Iris Xe Graphics,64 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Home,3.6 Pounds,1369.0
898,Dell,Alienware m16 Laptop,Intel Core i9 3.9 GHz,NVIDIA GeForce RTX 4080,64 GB,16 Inches,2560 x 1600 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,2694.55
899,acer,Aspire 5,AMD Ryzen 3 AMD Ryzen 3 3350U 2.1 GHz,AMD Radeon Graphics,4 GB,15.6 Inches,1920 x 1080,4 TB SSD,Windows 11 Home,,1009.99
900,HP,Pavilion x360 2-in-1,Intel Core i5-1235U Intel Core i5-1235U 1.3 GHz,Intel Iris Xe Graphics,8 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11,3.31 Pounds,576.99
901,LG,14Z90R-N.APB7U1,Intel Core i7 i7-1360P 2.2 GHz,Intel Iris Xe Graphics,16 GB,14,1920 x 1080 pixels,1 TB SSD,Windows 11 Pro,2.2 Pounds,1206.12
902,Dell,Latitude 5430,Intel Core i5 Family i5-1245U 2.6 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1366 x 768 pixels,512 GB SSD,Windows 11 Pro,2.5 Pounds,640.77
903,Lenovo,82SF,Intel Core i7 Family 2.9 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,4.08 Pounds,1049.0
904,ASUS,Vivobook 16,Intel Core i5 Family Intel Core i5-1235U 2.4 GHz,Intel Iris Xe Graphics,8 GB,16 Inches,1920 x 1200,512 GB SSD,Windows 10 Pro,4.1 Pounds,689.99
905,acer,Aspire 5 15,Intel Core i5 Family Intel Core i5-1335U 4.6 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Pro,3.9 Pounds,819.99
906,Lenovo,ThinkPad,Intel Core i7 Family 1270P 4.8 GHz,Intel Iris Xe Graphics,32 GB,14 Inches,1920 x 1200 pixels,1 TB SSD,Windows 11 Pro,3 Pounds,1429.0
907,GPDBRANDSTORE,GPD Pocket3,Intel Core i7 Intel core I7-1195G7 2.9 GHz,Intel HD Graphics 620,16 GB,8 Inches,1920 x 1200 pixels,1 TB SSD,Windows 11 Home,,1259.0
908,Dell,Latitude Rugged 5430 Laptop,Intel Core i5 0.9 GHz,Intel Integrated Graphics,8 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,8 Pounds,1270.49
909,Lenovo,,,Integrated,4 GB,11.6 Inches,,64 GB,Chrome OS,,337.39
910,HP,HP,Intel AMD A4 3 GHz,AMD,4 GB,14 Inches,1366 x 768 pixels,128 GB SSD,Windows 10,5 Pounds,219.0
911,Microsoft,Surface Pro,,mac,16 GB,12.3 Inches,2736x1824,,Windows 10 Home,1.7 Pounds,820.99
912,DELL,Latitude 3520,Intel Intel Core i7-1165G7 Intel i7-1165G7 2.8 GHz,Intel Iris Xe Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,4.1 Pounds,1005.29
913,HP,TPN-I140_799**AV,AMD Ryzen 5 7530U 2 GHz,AMD Radeon Graphics,16 GB,17.3 Inches,1600 x 900 pixels,1 TB SSD,Windows 11 Home,5.5 Pounds,616.42
914,Dell,Inspiron,Intel Core i7 Family 1260P 2.1 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Home,5 Pounds,909.0
915,LG,GRAM 17,Intel Core i7 Family Intel Core i7-1360P 2.9 GHz,Intel Iris Xe Graphics,16 GB,17 Inches,2560 x 1600,4 TB SSD,Windows 11 Home,5.1 Pounds,1899.0
916,HP,PROBOOK 6470B,Intel Core i5-3340M 2.7 GHz,Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,500 GB HDD,Win 10 Pro 64 Bit Multi-Language Support English/French/Spanish,5.5 Pounds,199.98
917,Dell,Latitude,Intel Core i5 Family 1235U 0.9 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,3.5 Pounds,935.99
